RA    DEC      velocity   
       182.33724       29.918633      608.000
       182.32378       29.927631      608.000
       182.33229       18.997451      2608.45
       182.34226       13.993010      1809.33
       182.35399       13.574387      2069.63
       182.35485      -28.801420      2134.00
       182.36310      -32.515150      2182.00
       182.37027       26.226252      2298.64
       182.37332       43.686108      1217.16
       182.37564       53.104828      1464.49
       182.40090      -23.411940      1671.00
       182.40027       42.534181      1257.75
       182.44474       25.026242      2622.22
       182.44712       58.849280      2237.52
       182.45558       43.233451      1353.22
       182.44555       62.268432      2768.91
       182.47816       13.050628      2563.98
       182.48442       36.435798      339.000
       182.49328       46.457387      265.000
       182.50765       14.366471      817.000
       182.50618       39.883961      1300.93
       182.55915      -29.736440      2127.00
       182.55870      -30.078390      2166.00
       182.55246       64.760628      1743.89
       182.59215       70.515400      2124.00
       182.59634       10.188446      607.766
       182.60166       13.170615      1442.24
       182.62755       70.369300      2181.00
       182.63595       39.405790      999.000
       182.63676       58.304197      3110.63
       182.64034       30.401608      226.000
       182.64879       11.760801      1475.65
       182.65398       18.827499      2509.77
       182.65632       16.032903      2253.91
       182.67082       14.646016      2517.17
       182.68815      -26.704120      1886.00
       182.72497       50.288390      1179.42
       182.70420       15.252570      462.000
       182.72325       76.125890      1753.00
       182.72732       39.757375      1420.45
       182.72738       15.946248      2245.01
       182.73791       9.2194270      2315.17
       182.74173       63.914371      2791.57
       182.76138       12.103984      1991.68
       182.76511       2.0052869      1504.17
       182.76838       50.484942      1069.63
       182.78235      -31.127020      2139.00
       182.78233       14.274826      1392.08
       182.79236       20.175665      2517.21
       182.79137       13.587542      291.954
       182.82780       74.808220      1683.00
       182.83279       1.4927595      2178.26
       182.86453       2.9263287      1468.03
       182.86391       2.9252783      1468.02
       182.84449       18.017749      2416.40
       182.89482       24.028945      2572.90
       182.90903       16.479430      2423.88
       182.85512       58.758842      3208.29
       182.92545      -38.548440      3147.00
       182.94038       13.024220      2380.72
       182.96747       67.927706      2695.00
       182.97134       24.125081      2614.98
       182.98160       46.982216      1277.71
       182.99067       20.027849      2477.98
       183.00825      -31.641380      2126.00
       183.01848       12.735316      2289.53
       183.02798       25.309348      2635.80
       183.03892       36.168913      171.000
       183.04621       12.893121      1604.64
       183.04915       13.246519      1983.68
       183.06141     0.072292985      2376.62
       183.06243       12.487022      141.830
       183.06287       12.488054      147.101
       183.07198       13.205191      2352.65
       183.07922       15.483014      1413.94
       183.09014       29.205679      1368.40
       183.09434       6.9797251      2158.86
       183.08129       37.013978      1325.95
       183.13469       12.123766      2293.66
       183.12255      -17.583780      2929.00
       183.15057       6.5021107      2129.52
       183.15120      -40.035510      2665.00
       183.19300       10.865231      466.591
       183.20171       13.976268      89.3626
       183.20465       13.347104      2417.62
       183.21714       1.2996596      1419.56
       183.24122       52.263982      1062.83
       183.22860      -20.419510      1550.00
       183.26272       7.0389527      2325.43
       183.26792       15.893177      1033.76
       183.29476       7.2199824      2211.84
       183.32670       75.034170      2268.00
       183.32010       43.698732      1211.70
       183.32415       13.159920      1922.00
       183.34510       29.921999      131.000
       183.34688       29.921892      131.000
       183.36018       14.772015      2178.83
       183.36750      -44.382960      1974.00
       183.38295       10.310970      1469.00
       183.39219       14.478456      2495.75
       183.38761       14.483370      2495.75
       183.39927       13.034771      2042.49
       183.41340      -34.494300      2629.00
       183.42120       15.453117      104.402
       183.43403       36.631505      235.000
       183.44694       13.424831      2203.77
       183.45120       14.900456      109.233
       183.45108       12.691243      1081.08
       183.45705      -38.230970      609.000
       183.45550       24.263982      1215.88
       183.46001       7.2009097      2642.30
       183.49020       74.501800      1704.00
       183.45945      -52.315150      1956.00
       183.47331       13.172849      2509.84
       183.47163       7.4543976      2178.83
       183.50492       17.899418      2368.41
       183.50922       6.7235273      2462.93
       183.51030       53.754891      1203.78
       183.53505       66.094690      66.0000
       183.53887       7.7786446      1429.43
       183.54008       54.526663      2645.79
       183.56049       13.542454      1493.28
       183.58129       51.302766      3868.31
       183.61950      -12.332900      1924.00
       183.63738       12.103855      2209.74
       183.64624       5.6769877      2067.00
       183.64531       11.858695      1544.51
       183.64812       9.1998288      1913.04
       183.65338       9.6898471      1479.09
       183.65539       12.812352      843.985
       183.66076       5.8058731      2145.46
       183.69765       64.458600      2574.00
       183.68429       12.180739      2407.13
       183.68805      -35.509740      2688.00
       183.69135      -43.564780      2002.00
       183.72780      -35.599380      2686.00
       183.73032       13.460055      330.124
       183.73159       13.459748      329.376
       183.73104       63.783511      1824.11
       183.74458       36.220393      542.203
       183.76244       35.958875      956.000
       183.76863       14.028958      2395.62
       183.76699       9.7527617      2267.72
       183.77025       76.236200      1854.00
       183.77085       33.197220      1086.00
       183.76620       13.031920      2085.00
       183.77799       12.016717      2462.05
       183.78554       14.971884      1365.70
       183.82890       75.613830      1553.00
       183.80235       14.432869      1230.24
       183.81021       20.658391      861.000
       183.81075      -34.790790      3058.00
       183.81831       13.474100      484.312
       183.81915       13.473112      468.977
       183.82006       13.023982      933.406
       183.81607       65.985413      2831.83
       183.82185      -41.119470      2010.00
       183.82625       5.7612127      2103.88
       183.84890       51.349723      473.000
       183.84705      -35.058840      2931.00
       183.86145      -38.144030      3173.00
       183.88398       51.913147      3939.90
       183.87718       9.5848309      826.952
       183.88907       43.435590      546.000
       183.89265      -35.629770      2944.00
       184.00923       46.732867      1352.99
       183.90225      -44.454870      2011.00
       183.90705      -31.564320      2398.00
       183.91394       13.901512      122.953
       183.92084       36.317802      291.000
       183.91430       36.326393      291.000
       183.91704       15.005492      1309.48
       183.94426       52.387268      159.000
       183.91227       8.2871427      2598.74
       183.91264       8.2847302      2596.16
       183.94300       10.699226      2082.22
       183.94310       48.130567      995.240
       183.96093       47.092053      1318.06
       183.94864       52.125666      3401.23
       183.97655       13.149469      217.907
       183.98107       13.163420      120.990
       183.97200       13.215830      255.000
       183.97620      -38.093460      3160.00
       183.97392       14.025432      923.131
       183.97721       6.4011571      2132.55
       183.98370      -29.056190      3331.00
       183.97847       9.6467046      2219.00
       183.98550       9.6485039      2219.00
       183.98464       9.6496691      2219.00
       183.98455       14.432966      1406.00
       184.04942       8.3749250      1074.36
       184.00200       8.2016750      1113.05
       184.00170       4.6509900      2174.00
       183.99945       66.230959      1699.79
       184.03775       12.691293      1320.18
       184.04892       47.883360      1207.99
       184.04820       11.359784      2631.42
       184.05431       7.9290847      2306.29
       184.06095       13.586570     -158.000
       184.06410       14.242190      301.000
       184.09501       13.307659      276.689
       184.09590       7.8002800      2352.00
       184.11360      -43.324360      1985.00
       184.12506       52.229658      174.000
       184.11915      -11.527970      1165.00
       184.14076       7.4621194      2599.92
       184.14068       6.8352292      3905.82
       184.14043       13.031606      147.988
       184.16625      -5.1070400      2722.00
       184.14664       7.0419338      2359.01
       184.16464       8.8326616      2078.03
       184.16507       8.8344958      2078.03
       184.18037       28.731112      1439.03
       184.17520       46.078868      1007.30
       184.17525       69.462570     -3.00000
       184.19959       8.0489784      2605.33
       184.21807       14.514270      1458.91
       184.20739       65.829950      2769.45
       184.23345       13.625330     -164.000
       184.23255       63.409974      2877.03
       184.24273       12.263458      2104.23
       184.24530      -37.469790      2108.00
       184.25485       9.4067827      1507.66
       184.26780      -39.050820      2998.00
       184.26843       10.005194      1383.92
       184.27315       12.289834      737.596
       184.28202       7.6244619      2335.94
       184.28066       30.643343      1084.50
       184.28807       3.6831006      2097.84
       184.29119       7.1915547      2323.93
       184.28861       12.454319      2211.93
       184.29461       6.4318081      2169.43
       184.29757       15.324014      1116.13
       184.29960      -11.677950      1278.00
       184.31049       8.9422573      1662.58
       184.31225       16.531301      1158.98
       184.33188       11.943458      1598.95
       184.36896       44.811242      541.000
       184.35150      -9.9515500      1975.00
       184.35757       6.6900697      2289.22
       184.36364       17.650500      1199.00
       184.35975       70.802450      2019.00
       184.36067       13.737034      1565.09
       184.37057       8.5328235      1573.67
       184.37250       14.886190     -323.000
       184.37264       37.807345      247.000
       184.37574       45.619319      517.000
       184.38255      -37.329600      2101.00
       184.39077       12.388107      95.6586
       184.39181       22.540126      403.000
       184.40327       29.608019      1154.70
       184.44715       4.4785429      2165.81
       184.45769       47.409240      484.000
       184.46961       13.176720      1767.85
       184.47139       5.0280253      1853.52
       184.48454      0.43559540      1086.19
       184.48107      0.43949102      1092.74
       184.49748       5.5985984      2622.48
       184.50065       6.6514228      935.358
       184.52837       5.6845080      2564.22
       184.53430       28.175348      1316.53
       184.52999       5.9305486      1949.44
       184.54611       9.4997672      1861.71
       184.55968       6.6034026      2584.17
       184.56394       13.749213      286.293
       184.57466       4.4021759      2098.31
       184.62375       28.646250      856.000
       184.61679       5.6160829      1905.41
       184.61882       6.4057537      2158.79
       184.62889       5.5595299      1068.18
       184.63218       5.8498160      2338.84
       184.63275       13.191080      953.000
       184.66097       6.7083879      2096.23
       184.66579       13.598172      265.309
       184.67580       5.6657000      1517.00
       184.67872       5.7889076      2591.53
       184.68285       12.385690      145.000
       184.67952       65.898331      2694.47
       184.69200      -79.725930      429.000
       184.70667       14.416484      2471.21
       184.71208       7.8619752      1744.40
       184.71421       12.598667      1714.51
       184.73397       4.7861440      2071.63
       184.73961       47.303971      447.000
       184.75228       6.0946215      1737.85
       184.75826       13.982428      87.0211
       184.76338       8.8556553      2479.85
       184.78782       47.089763      132.000
       184.77135       13.980564      87.0188
       184.77440       5.7388538      1409.22
       184.77132       4.6597410      2391.85
       184.77214       4.6606554      2392.12
       184.77698       5.7259637      2707.33
       184.79119       3.8564936      1691.31
       184.79717       12.884832      2279.04
       184.79668       12.883770      2279.05
       184.80157       6.3815789      2842.96
       184.80098       49.354747      3573.91
       184.80192       12.851875      1059.44
       184.80833       5.9868783      1765.83
       184.80915       13.882280     -235.000
       184.81485       6.2940359      843.541
       184.81387       6.3070972      2327.09
       184.82324       5.8758837      3154.24
       184.83423       5.4667963      2462.52
       184.83615       6.7050682      2286.47
       184.84216       5.9104369      1666.65
       184.84266       6.0986771      1897.92
       184.84257       5.3764100      2504.51
       184.84086       7.8711303      2512.64
       184.84676       5.8249197      2299.79
       184.84621       5.7948477      2119.59
       184.84924       6.2330355      1977.92
       184.84909       28.309981      2594.33
       184.86878       6.2728857      1703.35
       184.85820       13.310762      363.052
       184.86577       5.0474821      1959.04
       184.87740       14.877651      1537.50
       184.86949       17.230426      1171.25
       184.89627       6.4530755      2958.02
       184.89898       5.8467613      2534.36
       184.89990      -26.145500      3279.00
       184.91139       29.883184      213.000
       184.90464       15.161783      1398.41
       184.91789       2.0801168      2272.82
       184.92626       5.5383504      1691.48
       184.93029       53.059473      3344.83
       184.93882       6.0059156      2303.76
       184.93865       12.798248      1236.14
       184.94085       5.4575000      2362.00
       184.94673       5.2837660      2094.81
       184.95614       5.4634427      2402.92
       184.95497       6.0149621      2156.38
       184.96260      -36.459540      3955.00
       184.96082       29.614727      1206.29
       184.96545       5.9958300      1452.00
       184.96910       27.621000      2414.60
       184.97166       1.7734644      2083.21
       184.96875       7.7311800      3766.00
       184.97024       6.6613678      480.000
       184.98365       5.3433395      2427.04
       184.98534       28.555347      2619.34
       184.99755      -34.665790      2885.00
       184.99800      -17.391900      900.000
       185.01373       14.961532      1534.51
       185.01470       6.0107795      2200.41
       185.01552       5.3413577      2254.28
       185.01665       5.4146845      2447.90
       185.01885       75.497330      1419.00
       185.02846       29.280757      948.135
       185.03122       7.6918809      2639.99
       185.03585       9.4680373      1910.22
       185.04225      -26.066780      3992.00
       185.05077       6.6231774      2487.78
       185.05545      -17.113970      1428.00
       185.07318       48.136903      1102.36
       185.06760      -40.390800      3181.00
       185.06700       5.0390002      2534.29
       185.07375       75.370940      1715.00
       185.07229       4.2016538      1862.73
       185.07780       9.5451580      1988.43
       185.08835      0.36614991      1038.10
       185.08656       29.310894      1250.29
       185.08970       5.3864244      2725.69
       185.09085       12.187880      272.000
       185.09691       6.1349502      2385.37
       185.09730       13.897740      295.000
       185.10124       5.5728350      1129.16
       185.10527       6.9077864      2583.65
       185.10494       6.9088728      2580.86
       185.11535       1.4697397      1746.29
       185.12721       13.518893      2200.07
       185.14101      0.78819795      2185.95
       185.14155       2.9677600      2385.00
       185.14809       30.796159      1274.66
       185.15131       12.884777      1386.82
       185.15896       46.291741      533.000
       185.16783       13.889581      1043.15
       185.17539       29.345891      933.758
       185.18328       14.631865      826.347
       185.20377       17.487498      1584.59
       185.19793       58.092629      3085.73
       185.20211       5.6398716      2227.07
       185.20323       6.7236279      2293.47
       185.21187       7.0587930      2363.76
       185.20185       47.826000      762.000
       185.21760       5.2319700      2379.00
       185.22899       38.430888      570.000
       185.22673       38.429801      570.000
       185.23170      -39.535990      2247.00
       185.24106       6.3394053      1003.08
       185.25067       12.726712      913.239
       185.25946       3.7221905      2637.59
       185.26520       7.0776758      2417.91
       185.27062       11.754023      1555.83
       185.27555       11.595326      1165.55
       185.27378      0.55289903      2217.88
       185.29690       17.638697      2208.41
       185.30335       8.9637001      1714.02
       185.30345       18.382675      1157.50
       185.31304       13.346514      1569.82
       185.31273       45.811672      463.000
       185.31859       4.5957046      2317.59
       185.31395       5.3419130      2402.05
       185.32434       11.510523      383.278
       185.33004       16.609330      1443.08
       185.32710       4.0756149      2068.65
       185.33145       3.7877000      2435.00
       185.34255       6.3934200      3961.00
       185.36489       15.022891      1861.00
       185.36621       15.025245      1861.00
       185.36721       15.023767      1861.00
       185.37123       8.1514887      2564.97
       185.38653       14.606120      1340.64
       185.39202       4.7795250      2196.14
       185.40405       5.7658001      2464.37
       185.41162       15.745120      1442.75
       185.41402       7.2540179      2777.16
       185.41499       4.3926704      1321.14
       185.42086       11.495622      270.504
       185.41801       11.503133      277.450
       185.42355       15.075900      1223.00
       185.42274       5.3848407      2328.22
       185.42686       14.597931      1242.76
       185.42925      -39.769350      2147.00
       185.43240       75.322600      1357.00
       185.45004       12.826507      121.923
       185.45445      -24.168320      3932.00
       185.45625      -25.075820      3976.00
       185.45998       8.5411766      1310.61
       185.45850       9.7391900      497.000
       185.46720      -38.790300      3122.00
       185.47917       35.050229      726.000
       185.47885       4.4737712      1715.88
       185.47374       15.645870      1096.11
       185.48186       6.4513206      1438.35
       185.48119       11.967188      224.074
       185.48690       30.074345      642.000
       185.48895       8.6750416      1053.91
       185.49081       2.3450978      1938.08
       185.50536       5.1000356      1987.20
       185.50920      -35.792810      2936.00
       185.51087       32.095959      1382.35
       185.51503       12.740924      2033.04
       185.51715       12.787496      1675.12
       185.52357       9.0436669      1174.95
       185.52697       6.7824516      2524.97
       185.54242       26.052154      1273.02
       185.53242       15.800199      1298.00
       185.53574       9.8944107      1713.38
       185.57310       74.838390      1833.00
       185.54562       4.9518567      2060.05
       185.55159       7.1443381      1242.23
       185.55300      -33.484430      2631.00
       185.56167       14.142278      1422.74
       185.56143       7.1671318      950.068
       185.58099       30.062327      999.389
       185.58147       14.760753      1219.77
       185.58188       6.9277751      1260.29
       185.58172       15.733563      1411.34
       185.58986       10.601856      2165.93
       185.59002       10.600403      2165.92
       185.60126       15.471017      1166.45
       185.64870       76.172200      1570.00
       185.60955       29.208720      912.000
       185.61294       4.5665688      1447.71
       185.63053       7.1189472      1109.26
       185.63067       15.537718      240.039
       185.63190       11.802630      1305.00
       185.63340       29.895503      1232.95
       185.64945       12.157860      44.0000
       185.66061       11.800870      1600.01
       185.65738       8.2969395      1581.14
       185.65973       6.0133833      871.000
       185.65965       6.0147931      871.000
       185.65995      -58.616610      1497.00
       185.66259       6.6768647      2427.14
       185.66609       6.2254510      2844.96
       185.66530       6.2271465      2844.97
       185.67147       7.9503594      1299.69
       185.67598       9.3325981      1442.15
       185.68041       8.1982690      1394.59
       185.68770       15.502370     -72.0000
       185.69478       65.843874      2872.97
       185.70114       7.9133908      1480.06
       185.70045       7.9143569      154.305
       185.71188       13.592875      1320.12
       185.71989       6.6786922      1701.34
       185.72265      -34.193900      2977.00
       185.72884       15.822311      1715.33
       185.73461       7.7333326      1255.33
       185.73602       2.7469231      1941.41
       185.75795       58.444679      223.923
       185.75774       15.905523      1939.94
       185.76355       5.7859953      2131.20
       185.77019       8.3335236      1478.66
       185.77573       5.2503331      1803.84
       185.78099       13.744472      2004.65
       185.78960       11.726908      959.583
       185.79330      -13.945420      1158.00
       185.79051       29.349825      845.371
       185.81715       7.6875000     -324.000
       185.82182       11.367615      1808.24
       185.80844       28.893128      569.000
       185.83260      -37.382600      2740.00
       185.83398       15.820329      706.735
       185.82504       7.0679600      1331.59
       185.83845       15.868400     -9.00000
       185.86725      -39.148110      3072.00
       185.86651       46.993771      1060.15
       185.86933       5.8162400      1107.77
       185.87421       19.426895      1281.48
       185.86965       74.952300      1418.00
       185.89557       6.0817765      1468.19
       185.89701       16.722325      1197.42
       185.90374       7.5950100      1431.40
       185.90608       17.540881      1367.50
       185.91124       6.9540392      1192.97
       185.91251       7.0540036      947.035
       185.93528       12.478352      58.8504
       185.93850      -34.622100      2723.00
       185.95217       7.1868223      1581.07
       185.95796       6.0598578      1349.01
       185.96928       13.882504      888.838
       185.97330       7.1070732      1115.34
       185.97486      -3.4429339      2068.29
       185.97597       3.0848110      1973.49
       185.97840      -39.635580      3223.00
       185.99104       16.693315      1406.02
       185.99044       12.887128      769.474
       186.00029       7.7850585      1321.16
       186.00625       12.204782      2379.10
       186.01289       5.1815155      2130.87
       186.02094       11.218103      2180.50
       186.02196       10.067722      1437.41
       186.02303       7.0412898      1422.29
       186.02715      -50.522480      3769.00
       186.03071       6.6086048      892.646
       186.05214      0.56670465      2131.56
       186.04766       31.521275      1475.48
       186.05207       11.529442      1779.66
       186.05784       7.1751278      1656.60
       186.06058       4.2260375      1355.07
       186.06313       8.5388429      1336.60
       186.07111       67.440093      1703.74
       186.09247       21.159985      1206.74
       186.10320       70.334000      470.000
       186.10881       7.1134984      2937.39
       186.11775       7.3175800      1240.00
       186.11790       75.528890      1649.00
       186.13485      -44.155230      2874.00
       186.13353       8.6375185      1291.07
       186.14280      -35.409710      2788.00
       186.15068       39.383181      1322.86
       186.16443       3.9954711      1882.08
       186.16780       8.5049253      1087.94
       186.16617       3.3034514      1100.25
       186.17209       3.7214588      1964.79
       186.19575       7.3530400      1272.00
       186.19904       8.9914025      1167.15
       186.20153       18.195098      956.963
       186.20653       6.7595348      1259.13
       186.20895      -38.664900      3426.00
       186.21552       13.110292      1187.93
       186.22176       9.4923335      937.631
       186.22531       7.5569422      1436.30
       186.22888       7.4447345      968.880
       186.23099       11.704171      1168.17
       186.23383       11.832086      1950.09
       186.23940      -26.030600      3292.00
       186.22354       61.063422      999.056
       186.26243       7.5037638      1430.89
       186.26565       12.886916      1280.36
       186.26454       13.244688      1190.22
       186.26544       17.016253      2498.62
       186.27337       5.3291186      2066.63
       186.26778       15.711374      1560.42
       186.28444       6.8899380      1600.11
       186.28659       4.4134539      1400.98
       186.28755      -39.775500      3316.00
       186.29996       54.506231      2697.19
       186.30467       13.025422      134.753
       186.31147       15.607433      1295.36
       186.31334       12.714632      68.7057
       186.31485      -39.094930      3188.00
       186.31026       11.850105      2451.13
       186.32539       4.9251226      2588.48
       186.32305       14.172547      886.258
       186.32026       11.605360      225.675
       186.32606       5.7420024      1315.63
       186.32474       26.714364      316.000
       186.32676       26.715275      316.000
       186.32490      -43.445400      2824.00
       186.32475      -39.759660      3373.00
       186.32820       64.933544      1704.94
       186.33938       13.069596      2020.97
       186.34010       16.429666      1802.75
       186.34236       10.016795      1167.07
       186.34692       14.802764      1572.27
       186.35040       18.139760      773.000
       186.35033       18.191258      1001.14
       186.35637       16.470093      1838.97
       186.36892       12.636625      2482.72
       186.37097       13.498209      87.1403
       186.40164       50.337045      2642.52
       186.38771       12.260653      99.2991
       186.39015       4.8061824      2484.05
       186.39180      -45.263220      3206.00
       186.38985       13.227250     -354.000
       186.39424       45.685251      1012.68
       186.39555       15.194776      1650.37
       186.40140      -40.724720      3196.00
       186.39992       15.847733      1297.63
       186.40508       13.143657      40.5196
       186.40710      -39.319480      2935.00
       186.40136       15.829784      1299.27
       186.41355       14.148650      379.000
       186.41183       7.7323695      1701.05
       186.41259       12.313599      1823.35
       186.41392       10.583903      1844.39
       186.42368       12.810505      748.282
       186.42306       2.1584585      1506.00
       186.42339       2.1595616      1506.00
       186.42159       2.1591011      1506.00
       186.42837      0.57265108      2204.18
       186.42749       7.2167734      1199.74
       186.43600       13.022112      959.820
       186.44468       12.661921      2614.92
       186.44832       14.951634      499.000
       186.46216       33.552788      313.000
       186.45362       33.546866      313.000
       186.46112       10.459043      1298.83
       186.46001       13.197804      51.8391
       186.46379       27.560760      1038.46
       186.46877       5.8097703      1681.49
       186.46983       5.8116703      1681.49
       186.47539       7.5543417      1373.50
       186.48205       12.769680      929.627
       186.48183       18.213916      1176.09
       186.48381       7.2347435      1166.77
       186.49135       10.053750      1228.56
       186.49536       15.276644      1185.48
       186.49323       3.4301473      1575.74
       186.49646       15.670455      119.732
       186.50633       8.1932449      1485.79
       186.52357       12.559540      2531.89
       186.52215       11.812210      1429.75
       186.52788       12.860989      1440.30
       186.52978       16.181041      1860.81
       186.53200       13.113282      279.749
       186.53247       58.322565      1012.10
       186.54090      -39.123860      3548.00
       186.53985       13.673130     -99.0000
       186.54613       12.932802      156.043
       186.54898       12.946208      83.6372
       186.54958      -1.3049199      2093.51
       186.56553       48.494108      279.000
       186.57703       8.3492777      1289.61
       186.58350       12.510170     -666.000
       186.58934       6.6695987      1658.61
       186.59388       12.785448      2213.85
       186.59798       27.745985      372.000
       186.59464      -1.2533908      2066.39
       186.59812      -1.2520859      2088.49
       186.61305       31.223498      1014.01
       186.62144       8.8713523      1464.08
       186.65910       62.379120      709.000
       186.63460       12.611859      183.281
       186.63499       13.578782      1440.81
       186.63837       12.742962      1485.25
       186.64500       9.9821400      443.000
       186.65033       3.9646956      2351.26
       186.66590       12.513527      73.9945
       186.64462       57.830576      3106.30
       186.66871       8.4357257      1118.85
       186.68338       10.904819      758.923
       186.68531       8.8237892      1555.16
       186.68760      -22.013270      1646.00
       186.68514       11.379744      1439.19
       186.69467       7.9182232      1563.12
       186.69610       12.453975      1581.53
       186.69677       8.8845912      1434.76
       186.69795      -37.587410      3232.00
       186.71370       13.174691      145.197
       186.71088       9.5842476      1071.03
       186.72818       10.665267      1526.40
       186.71044       11.559142      1311.92
       186.72759     -0.87760738      2186.87
       186.72636       11.663958      2203.29
       186.73234       9.8821845      1210.48
       186.72810       13.566200     -450.000
       186.73493       12.961334      2248.69
       186.73513       15.047358      77.5730
       186.74351       2.4943722      1820.32
       186.74673       14.782850      1991.87
       186.74760       14.782057      1982.81
       186.76057       15.461487      1698.36
       186.76346       12.560446      1027.18
       186.75986       12.868622      1345.32
       186.77077     -0.90701009      2284.20
       186.76852     -0.90574642      2260.07
       186.77240       37.141744      217.000
       186.78747       5.8801085      1308.07
       186.79129       8.3899683      1600.60
       186.79680       12.038170      40.0000
       186.79674       7.2622868      1136.80
       186.79772       9.4206106      568.261
       186.79985       8.8398696      1447.42
       186.79685       15.896576      2441.65
       186.79794       15.897068      2421.95
       186.80314       17.820818      1186.76
       186.80559       12.734776      2005.76
       186.82395       14.147370      20.0000
       186.88185       9.6023900      32.0000
       186.81720      -40.474450      3256.00
       186.81632       4.2636397      1773.17
       186.82060       16.024473      1844.87
       186.82389       7.6701760      1959.44
       186.82784       8.2128344      1614.94
       186.83554       16.428958      1038.47
       186.83479       64.801543      2797.34
       186.84282       10.866744      1137.12
       186.84225       12.068840     -240.000
       186.84795       12.331610     -111.000
       186.85275       13.716280      336.000
       186.85395      -34.393000      2859.00
       186.85605       13.750990      2422.00
       186.86045       11.107708      1140.96
       186.86004       6.2627602      1611.71
       186.86411       12.290283      1163.81
       186.86805      -8.1678200      2992.00
       186.87145       7.6438621      1061.95
       186.87548       9.3393062      1830.38
       186.87581       9.3411391      1835.39
       186.87000      -38.937200      3261.00
       186.88320       11.615170      1378.00
       186.88890       10.003464      1088.62
       186.88978       10.004445      1104.59
       186.89494       15.739504      1442.10
       186.90285       8.1543241      1268.96
       186.90465      -39.337920      2934.00
       186.90544       14.456302      1441.31
       186.91110      -8.2803900      2999.00
       186.91425      -38.125700      3309.00
       186.91865       13.079010      1038.28
       186.91885       15.945478      1118.91
       186.97496       28.633639      1303.30
       186.92184       12.315885      1326.95
       186.91758       43.498804      206.000
       186.92242       43.498734      206.000
       186.92552       12.089573      221.704
       186.93420      -34.422160      2925.00
       186.93455       11.214519      1595.59
       186.94019       13.008817      170.790
       186.94280       11.435076      1497.57
       186.97321       12.293270      970.668
       186.97847       8.0904227      792.455
       186.98093       5.7210498      2315.97
       186.99510      -13.525000      3459.00
       187.01154       22.587854      603.000
       187.00215      -37.329820      3039.00
       187.00184       11.950343      2332.40
       187.00817       15.444029      2467.04
       187.01617       9.8037190      386.694
       187.01538       2.9099998      1649.00
       187.02075       13.578170      142.000
       187.02721       12.898155      2402.18
       187.03050       8.8139100     -36.0000
       187.03590       12.093270      2033.04
       187.05361       10.525935      1945.58
       187.05132       10.297628      1927.70
       187.05007       10.365343      1631.12
       187.04627       44.093630      201.000
       187.06476       44.095572      201.000
       187.04715       9.7602400      558.000
       187.06199       11.789822      887.993
       187.06653       9.4363583      381.592
       187.06440       28.620328      837.745
       187.07814       8.7294673      1319.94
       187.07810       11.700270      1638.34
       187.09995       11.420640      1625.00
       187.09858       13.195668      1897.33
       187.10100      -37.836300      3342.00
       187.10505      -38.487490      3397.00
       187.11355       18.416052      1824.60
       187.11390      -24.636910      3220.00
       187.11315       6.9458046      1038.69
       187.11691       12.823685      1836.60
       187.11871       37.234207      275.000
       187.12170      -38.242310      3390.00
       187.12329       17.084993      2069.56
       187.12701       7.3247237      1710.92
       187.12739       7.3257760      1824.66
       187.14181       8.6396941      565.000
       187.15155      -43.261750      2914.00
       187.16142       35.717464      310.000
       187.16892       9.2587206      1072.54
       187.17380       12.915901      650.244
       187.17307       7.8042080      1051.94
       187.17781       12.549683      1989.37
       187.18046       11.755063      229.233
       187.18029       14.999501      1800.98
       187.18600       43.226703      538.000
       187.18202       22.823064      644.000
       187.18740       12.809910      12.0000
       187.18994       44.864141      499.000
       187.19294       16.223874      2091.11
       187.21146      -1.9391848      2456.91
       187.21126      -2.0607898      2478.83
       187.22895       9.4210382      1252.91
       187.23120       8.8172000      1306.00
       187.21797       42.177619      407.000
       187.21727       42.178787      407.000
       187.23986       13.241944      864.932
       187.24225       12.661724      1585.15
       187.24598       3.5706106      1055.25
       187.25017       13.978535      1411.45
       187.25941       2.7223213      1718.11
       187.26255       13.183803      2042.69
       187.27680       14.005130     -453.000
       187.27890      -40.672960      3102.00
       187.28392       9.4439340      1249.23
       187.31105       7.8775279      1698.20
       187.30365      -40.692240      3215.00
       187.31231       12.977731      2520.79
       187.31369       8.8144425      1193.63
       187.31130      -1.3652521      2219.54
       187.30855      -1.3559700      2188.89
       187.30500       27.092390      3819.00
       187.32585       10.135880      12.0000
       187.33872       8.1566028      1430.52
       187.33820       16.805613      1123.00
       187.33800      -23.166570      1792.00
       187.34432       9.9888853      943.380
       187.34381       11.433865      1516.48
       187.34798       12.450792      629.571
       187.35999       16.404491      1703.12
       187.36677       8.7499485      772.195
       187.36991       6.7718247      680.240
       187.36965       12.496330      13.0000
       187.37610       7.9929000      1426.00
       187.37795       7.6965416      945.749
       187.37873       14.049070      1129.67
       187.38360       13.510500     -357.000
       187.38545      0.83930630      2294.45
       187.39682       10.793773      129.580
       187.39817       10.794246      99.9438
       187.39575       8.0579600      1392.00
       187.39740       13.208700      1215.00
       187.40445       7.9327000      873.000
       187.40751       7.8242726      2397.10
       187.41041       11.298941      1644.95
       187.41915       10.385046      1619.50
       187.41354       12.548220      1307.02
       187.41263       3.6131769      1506.64
       187.43370       12.805490      484.000
       187.43573       15.024781      1504.90
       187.40467       58.021148      3086.25
       187.43843       5.9202407      1009.71
