RA    DEC      velocity   
       74.845350      -11.132250      3884.00
       74.857950      -10.980620      3744.00
       74.862900      -16.559500      3442.00
       74.865450      -11.122890      3745.00
       74.883150      -15.823570      3964.00
       74.892150      -22.697730      1764.00
       74.922300      -11.271560      3674.00
       74.924700      -7.7553400      3991.00
       74.991900      -26.024890      741.000
       75.065550      -3.3526200      3635.00
       75.076800      -12.691660      3754.00
       75.259350       71.175900      1225.00
       75.258000      -8.9610800      3347.00
       75.374700      -63.292850      1308.00
       75.444150      -18.156800      3875.00
       75.447150      -18.166760      3923.00
       75.522450      -69.567590      1303.00
       75.539850      -8.2404600      3578.00
       75.580350      -10.356460      3984.00
       75.634732      -3.3444463      3920.05
       75.677700      -61.139910      987.000
       75.755400      -43.298890      2929.00
       75.833250      -25.423650      831.000
       75.852300       16.404400      1396.00
       75.941400      -32.330750      1213.00
       76.081650      -10.076580      3356.00
       76.118850      -87.029510      1759.00
       76.130250      -16.584630      3342.00
       76.137000      -29.070020      3820.00
       76.121100      -87.572710      1774.00
       76.214100       1.8312500      3000.00
       76.279650      -31.784230      3944.00
       76.307850      -18.390780      1707.00
       76.310250      -37.980720      1224.00
       76.324950      -9.1472200      3300.00
       76.362900      -11.871360      2316.00
       76.386600       67.009320      3960.00
       76.521600      -16.744430      3393.00
       76.509450      -27.801550      1601.00
       76.537950      -55.613890      3453.00
       76.562100      -9.1072700      3342.00
       76.607100      -31.954110      814.000
       76.659150       8.6746300      3368.00
       76.704300      -27.657690      1270.00
       76.737150      -59.727080      1254.00
       76.883400      -11.651550      2358.00
       76.926300      -37.512960      1005.00
       76.930800      -62.991310      1469.00
       76.946850      -16.293620      2044.00
       77.028300      -38.312030      1022.00
       77.123400       44.347500      3161.00
       77.147550      -17.180860      3585.00
       77.177700      -16.962460      2020.00
       77.178000      -29.275950      3745.00
       77.220600      -29.251180      3915.00
       77.289450      -9.2601700      2693.00
       77.518650      -36.960020      1049.00
       77.520900      -14.949880      1979.00
       77.617950      -33.019120      948.000
       77.680482      0.41084465      2955.13
       77.695800      -31.597160      980.000
       77.700516      -2.6815910      2952.96
       77.774550      -18.426950      3567.00
       77.783100      -9.3888400      2673.00
       77.800050      -19.613130      1950.00
       77.920350      -14.789480      1978.00
       77.942250      -15.134680      3611.00
       77.997150      -32.972600      935.000
       78.013650      -15.687780      1936.00
       78.069000      -57.399080      1402.00
       78.095400      -14.359720      2288.00
       78.260700      -9.2105800      2590.00
       78.525600      -10.626820      2611.00
       78.560550       62.580630      113.000
       78.751200      -41.392220      1072.00
       78.817950      -30.526520      1481.00
       78.839100      -26.471570      3842.00
       78.927900      -16.108760      3430.00
       79.041450       68.242530      3934.00
       79.038150      -54.104680      3948.00
       79.087200      -13.471200      3455.00
       79.099050      -25.947730      3786.00
       79.165050      -37.101790      1348.00
       79.192350      -12.350020      1790.00
       79.287750      -64.959800      1363.00
       79.427550      -15.523360      2823.00
       79.435050       53.550340      615.000
       79.499550      -64.469120      1182.00
       79.657350      -14.150310      3460.00
       79.755300      -21.541980      1841.00
       79.825350      -37.105390      1344.00
       79.878600       4.1296700      3056.00
       79.899150      -32.657820      3701.00
       79.951650      -32.143580      1247.00
       80.058900       43.305930      3765.00
       80.267250      -36.956110      1299.00
       80.317950       76.355710      2503.00
       80.353050      -16.875920      3280.00
       80.435550       84.482280      2172.00
       80.450550      -23.810170      1755.00
       80.591850      -22.786000      3799.00
       80.643600      -11.499440      2394.00
       80.647350      -11.496650      2472.00
       80.811750      -11.424690      2479.00
       80.894100      -69.756100      278.000
       80.985150      -17.260320      3190.00
       81.109950       71.192750      3276.00
       81.150300      -46.042270      3637.00
       81.196200      -15.943270      2955.00
       81.227250      -12.688880      3407.00
       81.247950       4.5050600      519.000
       81.698100      -63.761110      1100.00
       81.719100      -25.371160      1853.00
       81.754800      -21.556980      1619.00
       81.774000      -20.677850      541.000
       81.788625      -6.1191331      2680.22
       81.787500      -63.240100      1166.00
       81.831600      -22.684720      1859.00
       81.862500      -63.504610      1187.00
       82.008299      -5.3107403      2692.97
       82.058850      -16.124340      2174.00
       82.281450      -19.933890      2918.00
       82.420950      -24.714070      3686.00
       82.547400       55.870820      2183.00
       82.621800      -24.876210      1847.00
       82.769700       55.830640      2201.00
       82.632450      -23.106870      3534.00
       82.916100      -10.392290      2668.00
       82.961850      -23.144630      1829.00
       83.035500      -7.9181700      3547.00
       83.077050      -17.223980      2974.00
       83.089950      -45.931000      3996.00
       83.099100      -25.231520      1926.00
       83.119050      -13.926960      3336.00
       83.201400      -14.062780      3130.00
       83.210700      -22.580240      3417.00
       83.323050       79.372000      3041.00
       83.230200      -14.132970      3262.00
       83.288550      -78.019340      1754.00
       83.303700      -36.398870      1324.00
       83.340600      -21.945730      1662.00
       83.406600       73.723910      1241.00
       83.504700      -23.310020      1723.00
       83.530200      -28.465650      3924.00
       83.565150      -39.170550      2121.00
       83.569350       2.8130300      3968.00
       83.590500      -23.533210      1720.00
       83.665350      -34.180000      870.000
       83.671200      -29.232270      3937.00
       83.856600      -17.815220      3140.00
       83.917050      -15.437170      2338.00
       83.946750      -18.039230      3269.00
       83.988750      -21.247600      1563.00
       84.070800       7.3260700      3863.00
       84.107400      -52.184170      1279.00
       84.196500      -18.605440      2862.00
       84.221550      -15.204140      3207.00
       84.330000      -26.431260      1486.00
       84.742800      -41.737190      1044.00
       84.996000      -58.585520      1342.00
       85.074600      -17.836060      3045.00
       85.253850      -35.708400      1273.00
       85.333050      -18.277850      3276.00
       85.425750       6.6807800      455.000
       85.447950      -31.376160      2818.00
       85.462950      -64.301080      1185.00
       85.502250      -22.946610      1731.00
       85.479450      -12.562310      2242.00
       85.519950       69.378660      3934.00
       85.734300      -29.730560      3800.00
       85.775400      -20.521260      3062.00
       85.777800      -52.704770      1084.00
       85.810650      -18.641170      2060.00
       85.813800      -30.078330      2992.00
       85.915350       68.945190      3867.00
       85.866900      -30.494970      1308.00
       85.887150      -27.651470      2972.00
       85.968000      -19.291870      2749.00
       85.977600      -33.275340      2792.00
       86.123550       69.299030      3989.00
       86.163750      -28.554620      2987.00
       86.257500       5.0653200      368.000
       86.278950       79.236280      1545.00
       86.352600       72.356220      1088.00
       86.395500       73.609030      1053.00
       86.474700      -21.999100      2984.00
       86.600850      -52.088620      1192.00
       86.697750      -16.782360      2142.00
       86.719350      -18.726340      3041.00
       86.758050      -34.250500      930.000
       86.769900      -51.553030      1190.00
       86.826000       56.112380      3088.00
       86.802450      -16.661000      2996.00
       86.870700      -23.576030      1032.00
       86.964150      -17.602420      3001.00
       87.067950      -19.569950      2920.00
       87.149550      -18.670280      2074.00
       87.572100      -10.298260      899.000
       87.606000       49.713730      3308.00
       87.611250      -19.725850      2381.00
       87.694350      -21.567250      1917.00
       87.694650      -18.170710      2941.00
       87.727200      -14.780070      902.000
       87.736200      -30.048530      2948.00
       87.827250      -38.320440      3116.00
       87.896700      -59.045590      3740.00
       87.916050      -18.022750      3047.00
       88.038750      -11.123300      906.000
       88.038900      -18.023570      2900.00
       88.047450      -7.4560700      2311.00
       88.107900      -19.441390      1997.00
       88.152600      -17.786880      3111.00
       88.235250      -20.708620      1900.00
       88.250400      -17.876010      3120.00
       88.310250      -59.066330      1304.00
       88.561050      -51.976530      2000.00
       88.669800       15.170150      3938.00
       88.786950      -29.935420      3605.00
       88.927584       3.3921698      919.736
       88.961400      -22.806830      3338.00
       89.105100      -19.691880      2765.00
       89.152200       75.316280      820.000
       89.335950       43.240530      3577.00
       89.362350       11.949220      3575.00
       89.433450      -21.282050      2905.00
       89.467500      -20.084670      2982.00
       89.472600      -23.180880      1873.00
       89.516400      -59.862000      2120.00
       89.664150      -25.414760      1798.00
       89.698050      -26.653070      1671.00
       89.830350      -25.538330      1621.00
       90.017700      -33.920640      2866.00
       90.022650      -33.918310      2830.00
       90.044700      -31.787120      1353.00
       90.089250      -21.665120      1824.00
       90.144750      -28.992170      1392.00
       90.283350      -23.672410      1836.00
       90.283350      -21.738690      1748.00
       90.405150       73.116900      1089.00
       90.521700       36.104420      1517.00
       90.678000      -12.499200      2213.00
       90.765600      -20.296570      2979.00
       90.903150      -20.654200      1982.00
       90.934350      -69.588260      3962.00
       91.114500      -20.353790      2892.00
       91.116750      -19.621600      882.000
       91.142100      -12.623300      2215.00
       91.142550       57.627810      2964.00
       91.179150      -26.125000      1814.00
       91.206750       56.165810      1821.00
       91.224450       80.143930      3986.00
       91.325100      -27.856930      1570.00
       91.423800      -86.631870      1868.00
       91.437300      -33.081610      787.000
       91.652700      -27.878580      1477.00
       91.832400      -34.204310      765.000
       91.874250      -61.807540      1210.00
       91.936350      -23.486740      2220.00
       92.009250      -21.746730      2798.00
       92.039250      -63.585960      1626.00
       92.045926       34.263737      2981.03
       92.235600      -29.157230      3218.00
       92.239050      -27.802070      3030.00
       92.255100      -21.722280      1740.00
       92.283750       42.085140      3606.00
       92.507250      -22.625610      2783.00
       92.539200      -34.105900      745.000
       92.643750       79.866860      3937.00
       92.644200       71.382590      1264.00
       92.719132       64.567548      1416.73
       92.778000      -15.494000      2097.00
       92.817000      -21.600020      854.000
       93.033750      -23.538500      1606.00
       93.040350      -21.805940      2320.00
       93.261300      -27.729710      2944.00
       93.297150       70.262800      3906.00
       93.324450      -51.313560      1128.00
       93.489900       80.476340      3818.00
       93.756600       87.714250      2116.00
       93.584100       66.304080      3926.00
       93.774150      0.19219000      2338.00
       93.623400       80.449870      3892.00
       93.829200      -26.577360      1799.00
       93.924750       67.708110      3882.00
       93.871200      -22.602700      2053.00
       93.913650       79.708920      3998.00
       93.955050      -70.894800      1294.00
       93.976350      -57.725570      587.000
       94.091850      -21.372710      2746.00
       94.116600      -21.375900      2687.00
       94.270050      -27.388620      1703.00
       94.380300      -23.071800      2094.00
       94.455150      -21.060550      2574.00
       94.543200      -24.920600      2033.00
       94.626450      -18.537190      1984.00
       94.649100      -18.519480      2098.00
       94.656900       78.356930      892.000
       94.737600      -24.551690      2786.00
       94.747950      -24.630320      2728.00
       94.821750      -24.466130      2732.00
       94.840200       76.811690      2434.00
       95.065350      -57.578380      2532.00
       95.071200      -57.534420      2600.00
       95.125650      -57.495200      2475.00
       95.178450      -16.061170      2851.00
       95.232150      -8.4955900      732.000
       95.264250      -5.8670800      787.000
       95.273250      -20.048360      1980.00
       95.378100      -22.087510      2871.00
       95.386650       59.126600      3163.00
       95.412000      -59.740000      2262.00
       95.413200       59.125500      3188.00
       95.415450      -27.233660      1619.00
       95.429100      -27.558010      1806.00
       95.438250      -20.127010      1884.00
       95.460450      0.36614000      2728.00
       95.459700      -20.226020      1870.00
       95.745600       73.723250      3350.00
       95.856600      -16.162330      2888.00
       95.980050       78.530010      1494.00
       95.999550       4.7107500      2889.00
       96.007200      -58.150030      2478.00
       111.15000       6.1488900      3842.00
       96.149550      -22.838260      2722.00
       96.162150      -22.597170      2892.00
       96.223200       73.128720      1045.00
       96.336000      -22.724130      2898.00
       96.491700      -22.004790      2258.00
       96.573000      -26.265780      492.000
       96.663600      -28.664300      2718.00
       96.731700       59.080080      2692.00
       96.822000       18.809830      2468.00
       97.105800      -17.103780      2839.00
       97.261950      -23.655610      2228.00
       97.323150      -17.358850      2790.00
       97.620150       39.503780      487.000
       97.618650       33.300730      469.000
       97.741500      -23.729290      2840.00
       97.790100      -52.418350      1191.00
       97.989450      -26.769110      1824.00
       98.086350      -67.894230      3996.00
       98.156550       71.560850      3623.00
       98.196450       63.673610      3828.00
       98.216700      -25.722440      2269.00
       98.373158       9.2313023      3968.29
       98.428050      -24.985940      2708.00
       98.529450      -25.682140      2648.00
       98.622898       9.0724828      3923.29
       98.732911       65.835627      1373.77
       98.695050      -30.978890      2153.00
       98.747700       6.8883700      3653.00
       98.752800      -21.768850      1943.00
       98.834700       14.978790      3791.00
       99.123150      -30.754960      1534.00
       99.487800      -26.000200      505.000
       99.505650       22.651770      1387.00
       99.500550      -15.023010      746.000
       99.581250      -51.952850      1037.00
       99.659700       49.258570      451.000
       99.619950      -24.848550      2743.00
       99.676325      -20.286710      2623.67
       99.719100      -25.165350      2790.00
       99.887100      -40.721380      824.000
       99.956400       74.332990      3876.00
       100.02930       60.080640      2100.00
       100.08660      -27.097380      2145.00
       100.11405      -27.039340      2147.00
       100.18005      -58.524650      2597.00
       100.19445      -58.469620      2743.00
       100.21530      -32.482250      1484.00
       100.40295      -50.966250      224.000
       100.56645       75.627700      794.000
       100.59180      -26.893100      1992.00
       100.67220      -27.459490      2118.00
       100.70835      -35.572240      1989.00
       100.72080      -23.475920      2588.00
       100.78545       22.873890      1295.00
       100.83255      -35.157980      1946.00
       100.92434       65.206365      3735.58
       100.93530      -27.266470      2141.00
       100.96875      -64.242700      3466.00
       101.00250       12.401890      3925.00
       101.02905      -27.175310      1934.00
       101.05092       66.100920      3713.11
       101.09385      -26.108880      2513.00
       101.10255      -63.717260      3410.00
       101.11423      -17.934493      789.000
       101.20455      -27.638490      1905.00
       101.35815      -26.660070      1980.00
       101.41800      -27.699110      1700.00
       101.42115       71.343830      3533.00
       101.43690      -27.716820      1703.00
       101.44455      -31.230330      2731.00
       101.45010      -47.531350      1055.00
       101.47155      -18.211900      841.000
       101.50485       71.141310      3803.00
       101.59170      -26.108770      2342.00
       101.63160       60.340330      2109.00
       101.65545      -26.780710      1758.00
       101.68350      -27.278030      2170.00
       101.69325      -26.474930      1708.00
       101.74950       74.528190      3892.00
       101.83695      -25.616230      2836.00
       101.84760      -26.736310      1812.00
       101.91525      -26.749460      2321.00
       101.92725      -26.753540      1959.00
       102.15540      -64.273330      3570.00
       102.18450      -32.099010      2802.00
       102.21165      -64.335560      3515.00
       102.22535       66.261625      3526.62
       102.33330      -26.441180      2255.00
       102.65325       85.795500      1583.00
       102.53670       60.845930      1839.00
       102.65145       16.355760      2548.00
       102.66405      -52.142100      1085.00
       102.77610       12.922030      3944.00
       102.83775      -29.592910      2019.00
       102.99160       16.294642      3022.20
       103.25805      -26.525080      2482.00
       103.26195      -39.270350      1906.00
       103.29360       57.177750      1440.00
       103.37370       14.728940      2415.00
       103.47510      -40.862760      1217.00
       103.47855       19.299640      1264.00
       103.49760      -63.218480      3538.00
       103.68270      -51.953700      1154.00
       103.71465       70.748400      3879.00
       103.64717       82.478640      2173.00
       103.72695       85.638080      1645.00
       103.85490      -26.607270      2054.00
       103.85685      -26.760040      2057.00
       103.86368       15.937605      2151.41
       103.87860       69.562970      1201.00
       103.92183       39.100062      398.000
       104.02498       84.917858      2394.90
       104.02140      -26.280630      2349.00
       104.12715       60.651650      1996.00
       104.32035      -26.900900      2125.00
       104.35275      -24.726890      2575.00
       104.43825       13.575190      3988.00
       104.45940       63.691690      3988.00
       104.61975      -28.767720      2268.00
       104.76840       14.295000      2336.00
       104.83875      -25.899800      2681.00
       104.88315      -53.187870      2757.00
       104.89290       59.518420      3275.00
       105.01995      -32.617300      2754.00
       105.06210      -44.883410      980.000
       105.07305      -30.163710      1728.00
       105.17745      -27.368550      2681.00
       105.26370       1.9112800      1770.00
       105.45675       4.9189700      3548.00
       105.52890      -28.457520      2188.00
       105.60870      -28.710030      2309.00
       105.59190       80.953170      2173.00
       105.65115      -42.068590      1159.00
       105.66825      -28.697250      2158.00
       105.67290       70.970610      3272.00
       105.68820      -29.428280      1822.00
       105.71025      -45.066400      1071.00
       105.99660       56.486310      1413.00
       106.16670       17.582570      1183.00
       106.19595       37.071940      3683.00
       106.21095       56.520240      1382.00
       106.32375      -58.518920      564.000
       106.40940       71.070390      3246.00
       106.50885       75.443940      3589.00
       106.61447       30.322877      1159.55
       106.73760      -22.039640      731.000
       106.84830       71.192600      3260.00
       106.85655      -28.226480      2387.00
       106.99665       71.554500      3922.00
       107.01990       52.903100      3116.00
       107.00520       15.178320      2202.00
       107.08560       18.780280      2254.00
       107.26290      -28.486250      2127.00
       107.27475       61.595500      1796.00
       107.27356       40.325101      3759.23
       107.27340       75.353000      3794.00
       107.27850       53.445600      3144.00
       107.29290      -51.466550      1058.00
       107.32545       44.380010      421.000
       107.39475      -5.4300100      1708.00
       107.44515      -27.568890      3021.00
       107.45805      -27.574880      2847.00
       107.60040       74.891020      3805.00
       107.52750      -63.262120      2284.00
       107.55660       44.457310      433.000
       107.60835      -23.538810      3579.00
       107.62815       61.786390      3609.00
       107.63550       75.326760      3834.00
       107.66865       6.4537500      3574.00
       107.67675      -73.510250      3110.00
       107.76600       78.403800      2292.00
       107.84400       71.836390      3140.00
       107.85900       54.376720      3155.00
       107.92785       72.169190      2915.00
       107.91825      -26.705010      2611.00
       107.93760      -26.658420      2598.00
       108.04650       73.470610      2685.00
       108.11940       47.166880      973.000
       108.13635       71.750530      3058.00
       108.14880      -28.653860      881.000
       108.28020       71.670330      3088.00
       108.30075       12.266030      1910.00
       108.36555       35.096560      3810.00
       108.46530       10.521060      311.000
       108.47445       23.080210      2295.00
       108.57293       84.382302      2499.16
       108.58575       73.480610      2703.00
       108.69480      -29.753000      2009.00
       108.77835       85.774670      1724.00
       108.76673       38.146206      3628.87
       108.81495      -29.281410      2236.00
       108.86349       65.441864      2747.42
       108.84900      -55.076290      2839.00
       108.88035      -29.358940      2116.00
       108.97410       67.983850      1155.00
       108.96900       12.114900      2135.00
       108.97725      -57.343540      1095.00
       109.00830       56.818150      3246.00
       109.04340       56.823170      3080.00
       109.09170      -35.502610      2954.00
       109.12515      -52.086340      2504.00
       109.12995      -29.324810      1630.00
       109.12845       75.742500      1120.00
       109.15007       29.610114      3478.50
       109.15770      -62.343670      3237.00
       109.16205       33.987810      3883.00
       109.16280      -35.373420      2813.00
       109.17945       29.854054      3458.09
       109.21110      -24.720280      2671.00
       109.28490      -29.381870      2074.00
       109.30230      -29.580880      2079.00
       109.30695      -28.917170      2387.00
       109.36800       34.077640      3962.00
       109.42065       23.356690      2269.00
       109.44495       85.713310      2303.00
       109.47330       70.519060      2953.00
       109.49415       26.647440      2590.00
       109.51785       68.342690      2627.00
       109.54695       26.549920      2634.00
       109.56793       30.703863      3615.94
       109.58820      -57.755380      1157.00
       109.60806       31.561177      3690.32
       109.63762       31.390765      3658.76
       109.65285      -57.411950      1146.00
       109.65645      -29.374250      2017.00
       109.68135      -62.936230      3212.00
       109.78890      -44.288640      3634.00
       109.83975      -27.582200      3356.00
       109.85940      -35.656480      2785.00
       110.01840       85.587140      1861.00
       109.87875       59.355110      3310.00
       109.96050      -72.724300      1501.00
       109.98900      -63.066910      3128.00
       110.01300       59.378620      3405.00
       110.12340      -62.053920      3030.00
       110.13000      -58.063610      1117.00
       110.14005      -67.711100      3608.00
       110.17170       58.207270      3276.00
       110.25930       25.178700      2382.00
       110.33340      -69.001350      1363.00
       110.33295      -50.757940      2833.00
       110.48175      -68.845750      1372.00
       110.53935      -29.235420      3026.00
       110.54535      -5.9297000      1618.00
       110.58360       17.286860      2530.00
       110.59395       22.083250      2278.00
       110.64435       71.598970      2874.00
       110.68530       45.108410      437.000
       110.71620       77.806900      2649.00
       110.71020      -62.028980      3215.00
       110.72235      -32.092910      2267.00
       110.76765       58.096750      3203.00
       110.80185       58.064780      3366.00
       110.87730       2.6158400      1397.00
       110.91090      -30.051010      2258.00
       110.91330      -36.670080      2716.00
       110.92500      -29.652420      1970.00
       110.98020       57.281350      1257.00
       110.97750      -27.529100      1775.00
       111.03825      -36.765000      3116.00
       111.11625       61.693920      1734.00
       111.14910       57.967470      3238.00
       111.20220      -66.324450      1282.00
       111.23670      -9.6593300      2457.00
       111.25650      -32.499030      1915.00
       111.23580       58.153930      3264.00
       111.41940      -30.404610      2158.00
       111.45570      -30.918280      1728.00
       111.58110      -35.329830      2868.00
       111.64748       43.296354      3379.63
       111.67785       47.093940      3033.00
       111.72345      -7.5475300      2486.00
       111.76695       80.178060      2204.00
       111.80445       85.751390      2417.00
       111.91680       48.445970      936.000
       111.88800      -45.684470      1007.00
       111.97830      -67.574150      3604.00
       112.02615      -62.363110      3248.00
       112.04775       72.573010      3050.00
       112.05405       58.506720      3163.00
       112.07253       40.768778      353.000
       112.07302       40.770295      353.000
       112.07295      -62.352910      3248.00
       112.07685      -62.893970      3271.00
       112.12425       69.192900      64.0000
       112.17750      -75.052350      1144.00
       112.22535       69.214960      96.0000
       112.27515      -59.223150      3028.00
       112.32289       27.900453      1074.37
       112.35165       7.1755600      3954.00
       112.35330       72.128250      3574.00
       112.43745       75.498090      2464.00
       112.55055      -62.252580      3184.00
       112.57650      -31.598650      2095.00
       112.57575       49.519780      3061.00
       112.57665       79.872470      2038.00
       112.60020      -61.789950      3203.00
       112.67220      -62.026630      3262.00
       112.73625       72.517560      2616.00
       112.77945       59.481640      3808.00
       112.82685      -68.187530      530.000
       112.84916     0.053629184      1676.99
       112.85340      -53.930250      3132.00
       113.10810       86.666810      2124.00
       113.00190      -31.797850      2118.00
       113.09655       72.908690      3034.00
       113.08530       85.708860      1923.00
       113.09265      -77.919110      1631.00
       113.18540       16.897331      2713.14
       113.22780      -35.488820      1396.00
       113.32995       54.672510      3087.00
       113.33325       59.625330      3529.00
       113.47215       37.025940      2503.00
       113.48415      -50.442970      1003.00
       113.54745       66.883990      213.000
       113.55255       4.5464000      1236.00
       113.55435      -67.580310      3494.00
       113.71335      -69.780820      1329.00
       113.71335      -69.284210      1399.00
       113.74005       85.537170      2050.00
       113.78070      -46.927800      2875.00
       113.78565      -55.286600      2974.00
       113.83125      -50.252700      1200.00
       113.83815      -50.043140      2986.00
       113.89830       41.963589      3327.59
       113.93550      -46.555530      2859.00
       114.05130      -69.796330      1499.00
       114.05040      -70.711420      1401.00
       114.09915      -69.530750      1437.00
       114.11715      -47.635290      971.000
       114.16845       4.1702400      2776.00
       114.18105       74.450580      3760.00
       114.20326       65.595260      125.000
       114.24465       73.713340      945.000
       114.40410      -52.305190      3068.00
       114.47160      -55.183310      2784.00
       114.49845       3.3161500      1198.00
       114.54960       70.852140      2475.00
       114.52290      -55.190760      2822.00
       114.55005      -69.475330      1507.00
       114.59295      -50.756790      1078.00
       114.63480      -68.770270      1315.00
       114.68400       2.2176500      3391.00
       114.75195      -22.046260      2183.00
       114.78930     -0.76010000      1463.00
       114.79560       59.161190      3525.00
       114.92760      -2.6214900      1668.00
       114.98039       39.041646      3448.84
       115.00140       71.135200      2458.00
       114.99960      -76.437190      1460.00
       115.07415      -1.5737800      1461.00
       115.07370      -32.030500      3986.00
       115.09479       23.274968      2367.98
       115.12822       83.790334      2282.55
       115.16370       39.233304      3648.44
       115.24116       39.379210      3531.07
       115.24500      -32.072640      2716.00
       115.33320      -55.179470      2879.00
       115.36014       40.115327      364.000
       115.36770      -38.584650      2789.00
       115.48080       16.802500      270.000
       115.63200       16.561180      281.000
       115.63479       49.190858      3126.12
       115.88220      -51.682480      2608.00
       115.88715       31.535274      3986.35
       115.93215      -56.767850      2818.00
       115.97190       56.986890      3236.00
       116.14245      -13.113780      2306.00
       116.16225      -58.153610      2903.00
       116.24895       72.810800      2480.00
       116.23485      -41.780930      1053.00
       116.30670       70.032440      3885.00
       116.33865       56.154010      988.000
       116.43525       4.9813500      2769.00
       116.60565      -18.547030      3307.00
       116.68110      -5.7887400      1329.00
       116.73698       51.295310      445.000
       116.73438       51.295515      445.000
       116.72640      -38.303390      2817.00
       116.88159       51.192501      454.000
       116.89185      -41.452040      1131.00
       117.00360       85.551830      34.0000
       116.96655      -18.748630      3237.00
       117.05715      -18.638500      921.000
       117.06825      -1.4666100      3520.00
       117.13860       62.207400      1717.00
       117.18255      -26.246590      2647.00
       117.25560      -26.245310      2470.00
       117.29040       55.604700      1198.00
       117.30135      -26.393110      2674.00
       117.32775      -54.470400      1047.00
       117.35385       74.334140      3946.00
       117.42032       29.944220      3936.38
       117.69285       54.362210      3403.00
       117.70530       74.356750      3946.00
       117.73350       23.895872      2199.00
       117.97815       73.015670      3466.00
       118.12110       73.594870      3328.00
       118.15920       73.502640      3428.00
       118.23660       74.576400      2346.00
       118.24875       72.041280      2487.00
       118.25820       53.022996      3658.39
       118.43871       21.049443      2236.24
       118.51995       74.386310      3833.00
       118.72515       72.611860      3461.00
       118.76775      -76.412540      1766.00
       118.77450       43.487270      3786.00
       118.80165      -28.165240      1689.00
       118.85790      -21.341400      938.000
       118.87560      -22.729660      2584.00
       118.96470      -52.306670      1070.00
       118.99620       85.158890      2080.00
       119.05920       60.304140      1545.00
       119.06490       78.013420      2297.00
       119.21775       60.349360      1450.00
       119.22615      -24.906180      1558.00
       119.25900       14.391010      343.000
       119.25776       49.567440      3779.40
       119.29353       23.779823      2511.61
       119.30731       23.767774      2492.65
       119.35787       35.939490      1019.46
       119.36280      -19.243040      3520.00
       119.55240       85.716670      1896.00
       119.49660      -14.284090      2269.00
       119.51430       56.680440      3472.00
       119.51850       47.321650      2466.00
       119.56440      -49.854240      1119.00
       119.62515      -14.354280      2137.00
       119.72655       58.042200      1090.00
       119.77970     -0.63790268      3804.60
       119.87220      -1.6523800      3593.00
       119.96797       5.6080993      3006.46
       120.09936       42.193835      976.234
       120.21600       79.363750      2133.00
       120.36375       61.405400      1756.00
       120.46395       61.413120      1607.00
       120.47151       50.737184      514.000
       120.50955       73.045340      3165.00
       120.63480      -34.501960      3310.00
       120.63780       61.387840      1589.00
       120.67910       40.678582      3277.36
       120.70257      0.28726073      3742.27
       120.69615      -12.317810      1476.00
       120.76050      -18.702020      3372.00
       120.82140      -77.072860      1747.00
       120.95745       61.346700      1507.00
       121.07747       84.639969      2091.95
       121.03545       74.047750      3806.00
       121.07805       77.816670      2285.00
       121.35196       55.950158      3135.11
       121.37160      -22.924990      1584.00
       121.40835      -11.426970      1581.00
       121.44895       30.232063      2420.42
       121.49715      -27.397410      1031.00
       121.50555      -66.522230      3442.00
       121.54605      -27.527990      965.000
       121.54665      -3.2828600      1348.00
       121.73390       84.755324      1244.12
       121.78590      -28.052330      1027.00
       121.66200       73.343660      3590.00
       121.79625       80.126180      866.000
       121.83180      -61.720320      3188.00
       121.87575      -27.508900      920.000
       121.91235       74.584630      2296.00
       122.02635       55.516260      329.166
       122.17545      -61.673870      3199.00
       122.21670      -61.310900      3024.00
       122.26436       16.676117      3184.94
       122.30310      -61.660300      3006.00
       122.31810      -25.486020      2723.00
       122.34896       57.763183      1409.41
       122.35044      0.60952229      1969.54
       122.40682       41.591484      969.984
       122.48085      -74.511530      1247.00
       122.69902       46.912336      3275.54
       122.74680       72.794440      3150.00
       122.78752       46.468634      2396.43
       122.90310       76.421720      1541.00
       122.91480      -69.652070      1425.00
       123.21045      -27.553350      1058.00
       123.22564       55.672140      3670.31
       123.23790       73.563200      3835.00
       123.23505       54.969067      2704.53
       123.24135       36.254636      2615.99
       123.62055       86.131800      1842.00
       123.31139       45.989406      449.000
       123.30485       45.994682      449.000
       123.32166       46.372374      2413.19
       123.49605       45.744285      557.000
       123.55901       21.355458      3655.57
       123.57555      -18.288720      1623.00
       123.63892       54.799594      3657.21
       123.66345      -31.346860      1657.00
       123.66712       49.061781      559.000
       123.75030       73.578940      3447.00
       123.86745       78.862240      2179.00
       123.92730      -28.855730      1697.00
       124.12620      -28.130960      1488.00
       124.13880      -71.858570      1421.00
       124.22687       24.176634      2212.35
       124.40910      -29.730170      1656.00
       124.25040      -25.370180      1484.00
       124.27470      -27.458290      1571.00
       124.33781       24.962610      2179.64
       124.35590       21.163223      2305.58
       124.35750       21.685491      3799.46
       124.36215      -24.681080      1741.00
       124.36711       21.180969      2358.35
       124.38450      -45.620110      2724.00
       124.40336       35.445398      2557.99
       124.43025      -30.130420      1655.00
       124.43460       73.317720      3609.00
       124.48667       22.435735      2223.54
       124.50570       24.737981      2190.69
       124.50580       47.852645      3240.77
       124.52715       24.796274      2086.78
       124.58210       24.526946      2340.33
       124.62600      -25.410780      1291.00
       124.66485      -25.385860      1140.00
       124.68510      -29.589070      2516.00
